EventNumber,Energy,X,Y,Z,Px,Py,Pz,ParticleType,L1_Energy,L1_X,L1_Y,L1_Z,L1_Px,L1_Py,L1_Pz,L2_Energy,L2_X,L2_Y,L2_Z,L2_Px,L2_Py,L2_Pz
0,15126.0,0,0,15126.0,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,15172.0,0,0,15172.0,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,13097.3,0,0,13097.3,11,0,0,0,12917.0,3999.7,-0.31914,2000.09,12917.0,0.565781,2.84188,12914.0,8000.0,0.91061,1999.52,12914.0,3.69422,6.53247
3,1020.38,0,0,1020.38,11,0,0,0,1015.23,3998.49,-3.02485,1997.25,1015.22,2.4269,-2.4331,948.01,8000.0,0.862436,1988.95,947.998,2.36446,-4.2668
4,17658.0,0,0,17658.0,22,0,0,0,9435.75,3999.6,0.000120084,2000.0,9435.75,0.339634,2.60958,9347.56,7996.44,1.23604,2001.64,9347.56,3.505,3.95504
5,11128.9,0,0,11128.9,22,0,0,0,5861.67,3999.67,-0.000175284,2000.0,5861.67,-3.96304,-1.92473,5316.64,7996.61,-1.86838,1996.98,5316.63,-5.56233,-7.21207
6,7250.61,0,0,7250.61,11,0,0,0,6896.65,3998.64,0.459268,1999.87,6896.65,1.43852,-1.89595,6850.21,7999.4,2.15404,2001.09,6850.21,3.58144,2.52044
7,19095.4,0,0,19095.4,11,0,0,0,19092.6,3999.49,-0.0398196,2000.04,19092.6,-5.14615,3.28057,19089.3,8000.0,-0.79846,2001.64,19089.3,3.28661,5.42155
8,10984.4,0,0,10984.4,11,0,0,0,10981.8,3998.01,0.272752,1999.75,10981.8,0.192889,-0.0891905,10942.8,8000.0,-0.58468,2001.09,10942.8,1.50751,1.02085
9,11300.6,0,0,11300.6,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,9338.87,0,0,9338.87,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8921.59,8000.0,-4.46544e-05,2000.0,8921.59,1.54952,0.683818
11,18704.3,0,0,18704.3,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,6547.21,0,0,6547.21,11,0,0,0,6544.73,4000.0,0.242733,1999.11,6544.73,0.21707,-3.22156,6541.94,8000.0,0.196971,1997.37,6541.94,3.34613,-4.6352
13,4533.77,0,0,4533.77,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,9684.71,0,0,9684.71,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,14741.7,0,0,14741.7,22,0,0,0,11074.8,3998.67,-7.56686e-05,2000.0,11074.8,-1.833,-5.21763,11070.1,7999.88,-0.309428,1995.82,11070.0,1.05506,-9.53469
16,7052.89,0,0,7052.89,22,0,0,0,6302.9,3999.24,-0.000114709,2000.0,6302.9,0.47368,2.70317,2358.46,8000.0,1.63283,1992.89,2358.46,4.46249,-3.83827
17,6907.43,0,0,6907.43,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,14186.9,0,0,14186.9,11,0,0,0,10352.3,3998.47,-0.172844,2000.28,10352.3,1.3321,0.406371,6415.4,8000.0,-1.81626,1998.44,6415.39,-6.01627,-1.31276
19,18333.9,0,0,18333.9,22,0,0,0,13992.4,4000.0,-2.05534e-05,2000.0,13992.4,-16.4737,-8.47132,13989.3,8000.0,-4.68417,1997.56,13989.3,-14.6341,-9.63657
20,19951.6,0,0,19951.6,11,0,0,0,19584.0,3999.57,-0.216203,2000.22,19584.0,-3.89984,6.59166,19570.4,7998.05,-0.540166,2001.01,19570.4,-2.26067,2.38508
21,13206.6,0,0,13206.6,11,0,0,0,13203.7,3998.84,0.0955421,1999.69,13203.7,-5.74083,-5.12541,3651.44,7997.02,2.19531,1995.58,3651.44,2.19084,-4.64339
22,12970.0,0,0,12970.0,11,0,0,0,6757.46,3998.13,-0.19426,1999.6,6757.46,-0.21416,-0.814323,5352.28,7996.94,-3.63962,2001.7,5352.27,-6.39452,2.32151
23,5695.96,0,0,5695.96,22,0,0,0,5129.26,3999.86,-2.59533e-05,2000.0,5129.26,-0.434803,-0.883309,5123.86,7999.92,1.69048,1998.27,5123.86,4.40729,1.20274
24,10103.2,0,0,10103.2,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,10507.6,0,0,10507.6,11,0,0,0,10334.6,3998.92,0.218772,2000.3,10334.6,-4.6759,2.54562,441.792,7999.99,14.3409,1999.6,441.745,6.16756,1.77251
26,15973.4,0,0,15973.4,11,0,0,0,15967.1,3999.08,-0.0485064,1999.67,15967.1,-7.43249,-6.1086,15418.9,8000.0,-1.93956,1999.57,15418.9,-4.83176,1.16907
27,18316.4,0,0,18316.4,11,0,0,0,15331.8,3998.71,0.0496928,2000.0,15331.8,-1.07673,6.03424,10763.9,8000.0,-0.0198283,2001.48,10763.9,-0.67271,4.58638
28,2714.1,0,0,2714.1,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,18383.4,0,0,18383.4,11,0,0,0,18369.0,3998.11,-0.129861,2000.01,18369.0,-0.904277,1.59751,16893.5,8000.0,-0.23842,1998.42,16893.5,-3.88427,-4.63359
30,18462.8,0,0,18462.8,11,0,0,0,18353.4,3998.19,-0.258568,1999.72,18353.4,-4.2522,-0.994992,17225.4,8000.0,-1.1929,1998.74,17225.4,-1.57747,0.271985
31,15913.3,0,0,15913.3,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,6304.99,0,0,6304.99,11,0,0,0,5533.97,3999.04,1.14813,1999.81,5533.97,7.12701,-2.76455,5002.17,7995.24,7.67353,1996.16,5002.16,7.75156,-4.87637
33,10118.4,0,0,10118.4,22,0,0,0,8984.73,3999.3,2.53169e-05,2000.0,8984.73,3.01607,-1.009,6369.27,7995.85,0.52636,2000.47,6369.27,2.08327,3.89583
34,3270.27,0,0,3270.27,11,0,0,0,3267.94,4000.0,0.798215,2000.02,3267.94,-0.236254,0.40734,3265.14,8000.0,1.17514,1999.98,3265.14,4.36838,-0.782598
35,7955.12,0,0,7955.12,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,15752.2,0,0,15752.2,22,0,0,0,8585.02,4000.0,4.75454e-05,2000.0,8585.02,-0.991565,-1.60635,8582.3,8000.0,-0.55819,1999.34,8582.29,-8.39739,2.22805
37,5210.72,0,0,5210.72,11,0,0,0,5207.5,4000.0,1.53231,1999.48,5207.47,10.1355,-13.5169,5204.8,8000.0,8.43127,1989.67,5204.78,6.34106,-11.8963
38,3809.46,0,0,3809.46,11,0,0,0,3803.49,3998.59,-0.00354398,2000.33,3803.49,-4.31631,0.537716,1450.3,7995.1,-13.0764,1998.38,1450.29,-4.92292,0.0808304
39,10327.8,0,0,10327.8,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,6697.98,0,0,6697.98,11,0,0,0,6690.91,3998.58,0.13577,1999.83,6690.9,2.11014,1.27245,6685.65,8000.0,0.0250888,1996.17,6685.64,5.23301,-7.99878
41,14610.5,0,0,14610.5,11,0,0,0,14608.2,4000.0,0.222909,2000.1,14608.2,6.2433,-13.904,14604.2,7999.16,1.9312,1996.21,14604.2,8.90996,-16.4771
42,8620.34,0,0,8620.34,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,10627.4,0,0,10627.4,11,0,0,0,10318.0,3998.88,-0.28262,1999.77,10318.0,-0.964938,-3.68367,10028.8,8000.0,-1.18367,1997.28,10028.8,-7.69316,-9.73839
44,3593.8,0,0,3593.8,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,8442.35,0,0,8442.35,11,0,0,0,8276.08,3998.07,0.173107,2000.23,8276.08,-1.18927,0.366271,5629.58,7996.88,6.14186,2007.46,5629.57,4.37818,11.2141
46,1009.43,0,0,1009.43,11,0,0,0,1008.23,3998.4,0.590118,1999.67,1008.23,0.484098,2.10475,999.316,8000.0,1.26882,1984.45,999.289,1.71338,-7.10036
47,14816.5,0,0,14816.5,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,17922.7,0,0,17922.7,11,0,0,0,17722.1,3998.77,0.0832349,1999.86,17722.1,8.85228,2.38024,17330.4,8000.0,2.01404,2001.33,17330.4,8.3804,4.01089
49,7595.8,0,0,7595.8,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,10233.7,0,0,10233.7,11,0,0,0,3132.73,3998.02,-0.219641,1999.96,3132.73,-0.965951,-0.765395,103.847,7995.91,13.0316,2002.62,103.83,-1.81399,0.090787
51,3165.76,0,0,3165.76,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,6748.41,0,0,6748.41,11,0,0,0,6689.26,3998.18,-0.226665,1999.84,6689.26,-2.84382,1.25653,2108.35,7995.81,0.869467,1996.96,2108.35,1.13631,-0.0117588
53,17884.4,0,0,17884.4,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,14545.5,0,0,14545.5,11,0,0,0,13715.6,3998.34,0.132481,2000.05,13715.6,0.816749,-3.51623,13708.7,7998.3,-1.56394,2002.8,13708.7,-3.96026,9.45906
55,8350.6,0,0,8350.6,11,0,0,0,8308.25,3998.63,-0.528217,2000.0,8308.25,1.2704,-0.516078,7969.39,7996.79,5.00703,1999.84,7969.38,11.5281,0.308138
56,13272.6,0,0,13272.6,22,0,0,0,12804.2,3999.54,-7.8602e-07,2000.0,12804.2,0.602889,0.718342,12800.8,7999.05,0.940232,1999.47,12800.8,5.08036,-1.36793
57,16398.2,0,0,16398.2,11,0,0,0,16339.4,3999.12,0.0657212,2000.13,16339.4,-8.89068,-3.48109,16137.8,8000.0,-0.84652,1998.74,16137.8,-3.25879,-3.76555
58,17274.2,0,0,17274.2,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,2759.36,0,0,2759.36,11,0,0,0,2755.69,3999.54,0.304844,2000.1,2755.66,8.7369,8.28787,2752.4,7999.99,9.11959,2011.06,2752.38,3.31692,8.02166
60,9731.15,0,0,9731.15,11,0,0,0,9467.36,3998.54,-0.430461,2000.0,9467.35,-9.47125,-3.40528,6362.51,8000.0,1.43724,1994.85,6362.5,3.26754,-8.13837
61,16976.7,0,0,16976.7,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,18398.8,0,0,18398.8,11,0,0,0,18379.9,3998.32,0.0372166,1999.59,18379.9,0.621142,0.507816,3444.92,7995.03,6.44161,1999.97,3444.92,4.33982,-0.115765
63,4765.47,0,0,4765.47,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,11996.0,0,0,11996.0,11,0,0,0,8141.73,3998.06,0.27637,2000.3,8141.73,2.85272,2.40762,4879.75,8000.0,7.97378,2010.0,4879.72,12.2036,11.851
65,7413.64,0,0,7413.64,11,0,0,0,6464.43,3999.58,0.126823,1999.52,6464.42,0.182154,-6.87171,6378.81,7995.59,-2.06453,1994.4,6378.8,-3.40275,-7.11288
66,6433.37,0,0,6433.37,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,449.164,0,0,449.164,11,0,0,0,447.722,3998.34,5.83809,2003.99,447.676,2.60614,-5.79223,348.748,7996.66,124.311,1888.77,348.293,13.3094,-11.8222
68,5463.25,0,0,5463.25,11,0,0,0,5461.59,3998.71,0.0362249,1998.64,5461.59,-0.504175,-2.63734,4082.58,7995.16,-4.04056,1992.84,4082.57,-5.32082,-8.28234
69,1291.26,0,0,1291.26,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1098.78,7997.6,-0.211788,2004.72,1098.77,-0.568736,4.84998
70,15195.3,0,0,15195.3,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,17539.5,0,0,17539.5,11,0,0,0,17530.7,3998.41,0.0194329,1999.94,17530.7,-4.30461,-1.98579,10637.5,8000.0,-1.14016,2000.16,10637.5,-2.38672,-0.662131
72,15019.9,0,0,15019.9,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,8337.26,0,0,8337.26,11,0,0,0,8229.22,3998.88,-0.209481,2000.43,8229.22,-0.729503,3.70715,5757.81,7996.83,0.591062,2000.72,5757.81,0.891538,2.43804
74,8513.09,0,0,8513.09,11,0,0,0,8491.87,3998.18,0.216575,1999.53,8491.87,0.649915,-0.218774,7722.9,7999.98,15.6705,2006.86,7722.83,29.1791,13.7652
75,19514.0,0,0,19514.0,22,0,0,0,10347.6,3998.97,0.000110992,2000.0,10347.6,1.94103,2.50832,10292.2,7996.62,0.069628,2001.19,10292.2,0.671479,3.28317
76,16376.6,0,0,16376.6,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,1400.81,0,0,1400.81,11,0,0,0,1191.16,3998.46,1.42502,2000.03,1191.16,2.36331,0.9596,1147.35,7995.86,26.6119,2001.62,1147.33,6.54799,2.17248
78,11762.3,0,0,11762.3,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,19112.1,0,0,19112.1,11,0,0,0,710.384,3999.37,0.0596112,1999.99,710.383,0.0989199,0.737095,707.46,7996.15,9.46759,1999.4,707.457,1.77011,0.198736
80,19264.7,0,0,19264.7,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,13262.1,0,0,13262.1,11,0,0,0,13199.4,3998.68,0.759001,1999.28,13199.4,5.52887,-1.3235,10568.9,7998.11,0.54983,2002.31,10568.9,-4.71839,7.98754
82,13392.5,0,0,13392.5,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,5066.04,0,0,5066.04,11,0,0,0,4691.62,3998.43,0.3504,1998.82,4691.62,-1.36059,1.68594,3950.09,7996.9,7.02028,1996.92,3950.08,6.92809,-2.24351
84,4282.63,0,0,4282.63,11,0,0,0,3803.97,3998.24,0.0625852,2000.09,3803.97,-1.22152,1.19161,3040.53,7997.34,-1.70949,2004.56,3040.53,-3.59117,2.18244
85,18716.5,0,0,18716.5,22,0,0,0,16964.2,3999.4,-7.15748e-06,2000.0,16964.2,-2.71159,1.32335,16399.7,7998.62,-0.643762,2000.79,16399.7,-6.70243,6.76375
86,13952.4,0,0,13952.4,22,0,0,0,12768.4,4000.0,3.29667e-06,2000.0,12768.4,0.133965,0.555795,12740.2,7995.03,-0.0316825,2000.21,12740.2,-0.246279,1.12949
87,19874.0,0,0,19874.0,11,0,0,0,19869.8,3998.36,-0.181097,2000.22,19869.8,-0.190278,5.8701,19523.5,7999.31,-0.0798002,1999.28,19523.5,0.849085,-4.43503
88,3717.09,0,0,3717.09,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,15095.1,0,0,15095.1,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,2726.62,0,0,2726.62,11,0,0,0,2692.49,3999.11,-0.667354,2000.62,2692.47,8.09486,4.16297,2597.89,7998.25,15.3367,2013.65,2597.86,10.8973,6.94128
91,1943.55,0,0,1943.55,11,0,0,0,1938.76,3998.38,0.0714177,1995.18,1938.75,4.72018,-0.533613,1763.75,7995.97,2.79484,1998.6,1763.74,4.01318,1.39112
92,4699.23,0,0,4699.23,22,0,0,0,4167.71,3998.13,-2.64224e-05,2000.0,4167.71,-1.0974,-0.190719,4158.66,7997.04,2.22113,1997.53,4158.66,5.35905,-1.81647
93,17112.8,0,0,17112.8,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,1297.65,0,0,1297.65,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,11745.0,0,0,11745.0,11,0,0,0,11424.8,3999.17,-0.436102,2000.12,11424.8,-6.38256,-4.77249,11421.5,8000.0,-3.91549,2001.3,11421.4,-13.8277,5.1157
96,17098.0,0,0,17098.0,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,6052.36,0,0,6052.36,11,0,0,0,6051.33,3998.74,-0.985895,1999.69,6051.33,-4.95282,3.35707,6047.57,7995.33,-9.11579,1999.71,6047.55,-11.9364,1.53028
98,10180.7,0,0,10180.7,11,0,0,0,9888.54,3998.06,0.0119085,2000.01,9888.54,-0.833265,-0.389981,9882.16,8000.0,2.67143,2000.92,9882.16,4.13437,4.58574
99,4389.58,0,0,4389.58,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,4259.78,0,0,4259.78,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,14682.7,0,0,14682.7,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10226.1,7999.21,0.818461,2000.26,10226.1,3.13734,2.46301
102,5730.86,0,0,5730.86,11,0,0,0,4374.99,3998.6,0.529476,1999.54,4374.99,-2.13588,-0.153537,4300.45,8000.0,5.62278,2002.39,4300.45,5.47325,1.96369
103,4659.47,0,0,4659.47,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,4687.55,0,0,4687.55,11,0,0,0,3323.42,3998.42,-0.346927,2000.35,3323.42,-5.20267,-3.39814,2901.08,7995.28,-13.1726,1992.58,2901.06,-7.97793,-6.28456
105,8867.23,0,0,8867.23,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,18490.4,0,0,18490.4,11,0,0,0,15749.5,3998.96,-0.000177602,1999.98,15749.5,-0.18263,7.15031,14087.7,7997.9,1.8116,2001.25,14087.7,3.80102,0.418098
107,17770.3,0,0,17770.3,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,7784.95,0,0,7784.95,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,13252.8,0,0,13252.8,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,6151.47,0,0,6151.47,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4098.45,8000.0,-0.198888,2000.42,4098.44,-1.67339,5.55419
111,2768.14,0,0,2768.14,11,0,0,0,1293.17,3998.02,0.577597,2000.92,1293.17,0.889078,0.492254,951.265,7995.03,-49.6753,1991.83,951.203,-10.7084,-2.06151
112,4365.41,0,0,4365.41,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113,4042.63,0,0,4042.63,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,12827.4,0,0,12827.4,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,11799.7,0,0,11799.7,11,0,0,0,4283.97,3998.05,0.117593,1999.81,4283.97,-0.228317,-0.760255,4229.98,7999.27,-2.25346,1994.43,4229.97,-5.05231,-6.27986
116,16357.4,0,0,16357.4,11,0,0,0,16355.0,4000.0,0.37202,2000.05,16355.0,-1.62026,-0.351683,16352.4,7998.52,0.0207886,1999.69,16352.4,0.627867,-3.9481
117,4085.56,0,0,4085.56,11,0,0,0,4082.88,4000.0,0.0543754,1998.86,4082.87,4.44796,2.99277,4066.74,7995.14,3.74067,2002.52,4066.74,2.60276,4.69097
118,13151.9,0,0,13151.9,11,0,0,0,12354.1,3999.95,-0.441305,2000.04,12354.1,-20.892,-5.8279,12338.0,7997.28,-6.78471,1997.46,12337.9,-20.192,-3.73213
119,11190.5,0,0,11190.5,11,0,0,0,11188.7,3998.58,-0.0905614,1999.96,11188.7,-8.33178,4.18662,8397.3,8000.0,-5.00978,2003.66,8397.29,-9.86792,3.75485
120,12259.5,0,0,12259.5,11,0,0,0,12258.3,3998.4,0.0789433,1999.81,12258.3,-2.59366,1.50204,12154.2,7995.72,1.13648,1999.43,12154.2,4.30216,-1.26585
121,4199.19,0,0,4199.19,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,18424.5,0,0,18424.5,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123,863.893,0,0,863.893,11,0,0,0,861.411,3998.65,0.474459,1999.02,861.408,-1.98817,0.277696,857.447,7999.98,16.9966,1979.72,857.432,-3.68997,-3.4233
124,19437.5,0,0,19437.5,11,0,0,0,19369.9,3998.13,-0.134306,2000.05,19369.9,-2.05918,-1.18919,13582.7,7996.72,-0.933897,1998.9,13582.7,-2.71712,-2.82609
125,17606.0,0,0,17606.0,11,0,0,0,16414.2,3998.02,-0.00131696,2000.06,16414.2,-0.41595,1.08261,11733.8,8000.0,3.87059,2001.12,11733.8,17.7724,6.51126
126,19696.8,0,0,19696.8,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127,3883.9,0,0,3883.9,11,0,0,0,3861.6,3999.25,-0.361262,2001.63,3861.59,-2.08401,6.86516,1183.84,7999.96,-8.44754,2011.14,1183.8,-8.9195,0.190623
128,2311.73,0,0,2311.73,22,0,0,0,1848.07,3998.67,0.000172878,2000.0,1848.07,0.535816,-1.7501,1843.98,8000.0,8.40331,1989.14,1843.97,6.32964,0.184639
129,9067.4,0,0,9067.4,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,7090.07,0,0,7090.07,11,0,0,0,7071.99,3998.06,0.611592,1999.8,7071.99,1.02188,0.375546,2060.55,7995.31,0.694697,2005.2,2060.55,-0.0910938,3.45288
131,8303.82,0,0,8303.82,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,6448.85,0,0,6448.85,11,0,0,0,6441.26,3998.86,-0.430066,2000.5,6441.25,-3.24538,7.16526,6185.53,8000.0,-2.8049,2007.77,6185.52,0.560583,8.28444
133,14105.1,0,0,14105.1,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134,14356.8,0,0,14356.8,11,0,0,0,14240.5,3998.48,0.0634108,2000.15,14240.5,5.38997,2.15374,14084.5,8000.0,4.21884,1999.23,14084.5,18.197,-1.2351
135,14850.8,0,0,14850.8,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136,16864.5,0,0,16864.5,22,0,0,0,9200.28,3999.8,3.66985e-05,2000.0,9200.28,0.261752,7.79966,9197.22,8000.0,0.834719,2002.64,9197.22,4.21014,6.29383
137,4884.87,0,0,4884.87,11,0,0,0,4814.09,3999.11,0.730821,2000.74,4814.09,-2.34583,4.20414,4363.05,8000.0,2.90825,2004.55,4363.05,2.85052,4.50887
138,13555.1,0,0,13555.1,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139,10727.6,0,0,10727.6,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140,5995.9,0,0,5995.9,11,0,0,0,1969.18,3998.01,0.506236,2000.81,1969.18,0.511269,1.05992,1190.37,7995.98,-1.81598,2003.88,1190.37,-1.05464,0.566161
141,2412.38,0,0,2412.38,11,0,0,0,2360.46,3999.03,-0.0185956,2001.37,2360.45,-6.44141,-0.762679,2350.99,7998.93,-19.495,1999.59,2350.96,-10.6735,-1.15373
142,6551.57,0,0,6551.57,22,0,0,0,6342.52,4000.0,-1.90225e-06,2000.0,6342.52,1.38444,-0.393645,6339.82,8000.0,1.1016,1999.64,6339.81,6.95713,-6.38463
143,5998.94,0,0,5998.94,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,5378.7,0,0,5378.7,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145,19843.0,0,0,19843.0,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146,15558.6,0,0,15558.6,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147,3129.13,0,0,3129.13,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148,12908.7,0,0,12908.7,11,0,0,0,12827.5,3999.01,-0.157184,1999.83,12827.5,-0.581184,3.50013,8450.3,8000.0,6.66639,2019.5,8450.21,15.2812,36.3219
149,9414.38,0,0,9414.38,11,0,0,0,9411.89,4000.0,-0.799669,1999.9,9411.89,-11.4072,2.15877,9409.27,8000.0,-5.8546,2001.19,9409.26,-13.9744,1.08376
150,13696.7,0,0,13696.7,11,0,0,0,13195.7,3998.88,0.220232,2000.06,13195.7,-6.61713,-0.519283,13136.6,7995.92,-3.33002,1999.38,13136.6,-13.5493,-1.53488
151,4495.01,0,0,4495.01,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4077.51,8000.0,-8.50076e-05,2000.0,4077.51,1.68244,3.90354
152,18766.6,0,0,18766.6,11,0,0,0,17236.0,3998.52,-0.0217711,1999.98,17236.0,2.09389,1.21199,16891.0,7999.41,1.96444,1999.28,16891.0,4.39942,-3.91742
