EventNumber,Energy,X,Y,Z,Px,Py,Pz,ParticleType,L1_Energy,L1_X,L1_Y,L1_Z,L1_Px,L1_Py,L1_Pz,L2_Energy,L2_X,L2_Y,L2_Z,L2_Px,L2_Py,L2_Pz
955,14583.5,0,0,14583.5,22,0,0,0,10010.0,4000.0,-2.07702e-07,2000.0,10010.0,-0.107271,-0.557051,10007.1,8000.0,0.147032,1999.29,10007.1,-2.79668,-8.83689
956,1759.6,0,0,1759.6,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
957,18274.2,0,0,18274.2,11,0,0,0,18263.3,3998.22,-0.122382,1999.7,18263.3,0.531897,-1.90259,8986.13,8000.0,0.796775,2000.16,8986.13,2.2099,4.76567
958,6009.03,0,0,6009.03,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
959,2848.94,0,0,2848.94,11,0,0,0,2839.22,3999.19,0.190697,2000.7,2839.21,3.83422,4.25965,2835.79,8000.0,-4.47371,2001.55,2835.79,2.53469,-0.467907
960,5376.74,0,0,5376.74,11,0,0,0,5374.68,3999.01,0.813963,2001.03,5374.68,2.15933,2.92292,4551.7,8000.0,4.67453,1997.91,4551.7,4.32773,-5.91573
961,10932.6,0,0,10932.6,11,0,0,0,10909.0,3998.41,0.0768349,1999.76,10909.0,-3.10054,-1.25598,8548.55,7995.2,1.53164,1998.67,8548.55,2.45915,-0.801945
962,8628.34,0,0,8628.34,11,0,0,0,4067.26,3998.35,-0.719804,1999.71,4067.26,1.14479,1.68432,304.015,7998.67,-3.98396,1972.24,304.005,2.40099,-0.0724467
963,17500.6,0,0,17500.6,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
964,17369.1,0,0,17369.1,11,0,0,0,17367.0,4000.0,0.0769983,2000.15,17367.0,-5.05686,0.366634,17251.7,7999.26,-1.15664,1999.81,17251.6,-2.6291,-2.98508
965,7459.4,0,0,7459.4,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
966,12694.0,0,0,12694.0,22,0,0,0,10966.9,3999.69,-5.20474e-05,2000.0,10966.9,0.14994,-3.54841,10455.3,8000.0,-0.785314,1998.66,10455.3,0.122807,-2.05876
967,1624.57,0,0,1624.57,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
968,5284.88,0,0,5284.88,11,0,0,0,4635.68,3998.27,-0.160666,1999.32,4635.68,1.28694,1.59187,3989.76,8000.0,-3.19728,1998.28,3989.76,-2.77113,1.06639
969,4127.48,0,0,4127.48,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
970,11236.6,0,0,11236.6,11,0,0,0,11233.2,3999.93,-0.0583766,1999.72,11233.2,6.82505,-1.20393,11139.4,7995.07,2.28296,1999.34,11139.4,7.60207,-1.8004
971,16674.6,0,0,16674.6,11,0,0,0,16602.6,3998.02,0.137577,1999.82,16602.6,1.09637,-1.20727,10345.0,8000.0,-0.563027,1999.85,10345.0,-3.13825,4.01228
972,18213.1,0,0,18213.1,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
973,18311.7,0,0,18311.7,22,0,0,0,15579.2,3999.33,-4.39762e-07,2000.0,15579.2,-0.233795,0.559347,15576.0,8000.0,-1.8959,2000.03,15576.0,-6.32507,-3.7034
974,19636.7,0,0,19636.7,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
975,6978.86,0,0,6978.86,11,0,0,0,6972.84,3998.56,-4.35162,2003.39,6972.83,-13.0399,3.49469,2728.11,7995.74,-7.43086,1992.66,2728.1,-1.49356,-7.6849
976,9606.22,0,0,9606.22,11,0,0,0,7296.67,3998.07,-0.0290893,2000.26,7296.67,-1.71645,1.28817,1833.73,7995.51,-2.79409,1993.62,1833.73,-1.04398,-2.92065
977,13402.5,0,0,13402.5,11,0,0,0,13398.9,3998.29,0.0180181,1999.81,13398.9,-4.15593,-0.811015,13394.6,8000.0,-2.57871,2000.23,13394.5,-7.82077,3.82549
978,18843.1,0,0,18843.1,11,0,0,0,18835.1,3998.14,-0.0565524,2000.09,18835.1,0.446193,-1.25199,18829.2,8000.0,1.34762,1998.21,18829.2,7.58495,-10.8902
979,262.744,0,0,262.744,11,0,0,0,204.202,3999.73,36.4593,1994.08,204.055,2.41283,-7.34092,200.616,7999.91,37.2072,1840.28,200.547,-1.64735,-4.97119
980,14251.0,0,0,14251.0,11,0,0,0,14232.1,3998.43,-0.460208,2000.5,14232.1,-0.805008,0.136631,14213.7,7996.43,0.00768428,2000.98,14213.7,1.52494,0.600781
981,9615.64,0,0,9615.64,22,0,0,0,8646.32,3999.29,-4.5911e-05,2000.0,8646.32,-0.309197,-3.74078,7478.84,7997.67,1.47431,1996.84,7478.84,2.36639,-7.16951
982,15103.3,0,0,15103.3,11,0,0,0,14988.7,3999.72,0.116226,2000.16,14988.7,-3.44144,3.54528,13050.1,7997.1,-1.59883,2001.1,13050.1,-8.12887,4.39473
983,7865.99,0,0,7865.99,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
984,632.52,0,0,632.52,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
985,12102.7,0,0,12102.7,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
986,8618.18,0,0,8618.18,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
987,2868.63,0,0,2868.63,11,0,0,0,2859.12,3998.18,0.587316,1997.6,2859.12,0.527233,-0.373906,1413.31,7997.55,1.08216,2006.09,1413.3,-1.08891,5.12507
988,7688.62,0,0,7688.62,11,0,0,0,4684.2,3998.81,0.463448,2000.57,4684.19,-3.14497,0.495014,4679.74,7996.92,2.35459,2005.94,4679.74,-3.30433,-4.58217
989,17641.9,0,0,17641.9,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
990,4422.46,0,0,4422.46,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
991,2716.66,0,0,2716.66,11,0,0,0,2712.47,3999.75,-2.25604,1999.62,2712.46,0.228587,-3.69196,2709.15,8000.0,-2.22958,1994.3,2709.14,0.645269,-1.73985
992,3170.01,0,0,3170.01,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
993,18059.8,0,0,18059.8,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
994,8841.62,0,0,8841.62,11,0,0,0,8752.48,3999.31,0.323634,1999.77,8752.48,-5.565,5.24739,8701.31,8000.0,-4.32833,2000.3,8701.3,-10.4302,-3.21173
995,9310.64,0,0,9310.64,11,0,0,0,169446.0,3998.37,-42.7626,1993.86,0.0,-0.0,-0.0,8828.52,7998.16,-4.32778,2003.87,8828.51,-12.2597,8.6869
996,5725.66,0,0,5725.66,11,0,0,0,5723.51,3999.44,0.557435,2000.54,5723.51,-1.77417,-0.746953,5715.91,8000.0,-1.0034,2002.6,5715.91,-0.230368,2.36246
997,17041.2,0,0,17041.2,11,0,0,0,17015.7,3998.19,-0.107855,2000.37,17015.7,-4.08339,2.48207,15879.3,7995.9,-3.4322,1997.57,15879.3,-13.6544,-10.6873
998,577.411,0,0,577.411,11,0,0,0,558.137,3999.23,1.63351,2002.3,558.134,1.46165,-0.74719,553.017,7999.99,13.377,1982.97,553.015,-1.49761,-0.190254
999,17339.0,0,0,17339.0,11,0,0,0,17336.9,4000.0,-0.0984636,1999.95,17336.9,-0.974649,-6.87674,17333.6,7997.9,-0.0810108,1998.46,17333.6,-0.406464,-4.16037
1000,18336.1,0,0,18336.1,11,0,0,0,9564.6,4000.0,0.139487,2000.27,9564.6,-3.82089,-1.58803,9561.86,7995.02,-1.93412,1998.8,9561.86,-7.27933,-4.85601
1001,12817.1,0,0,12817.1,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1002,272.985,0,0,272.985,22,0,0,0,260.381,3999.34,0.00698355,1999.99,260.306,3.84962,-4.89208,249.038,7998.28,90.1163,2001.92,248.884,8.48755,2.0692
1003,16263.4,0,0,16263.4,11,0,0,0,16234.8,3998.27,0.210593,2000.03,16234.8,-4.1709,4.95477,4230.56,7999.85,3.27289,1999.37,4230.56,4.88244,0.0484994
1004,843.447,0,0,843.447,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1005,5675.8,0,0,5675.8,11,0,0,0,5668.89,3998.11,0.496685,1999.62,5668.89,0.43855,-2.32306,3699.61,7999.99,8.97498,2003.01,3699.59,10.5481,2.16862
1006,11949.6,0,0,11949.6,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1007,15691.0,0,0,15691.0,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1008,10581.1,0,0,10581.1,22,0,0,0,8160.02,3999.9,-0.000144329,2000.0,8160.01,-3.25365,0.843182,8147.06,7997.02,-2.11048,2001.1,8147.06,-2.08452,0.697614
1009,1323.77,0,0,1323.77,11,0,0,0,1174.22,3999.65,1.04338,2001.75,1174.18,9.23457,-0.131099,984.45,7997.45,28.9182,2020.76,984.378,6.05183,10.1968
1010,9580.74,0,0,9580.74,11,0,0,0,9576.29,3998.68,0.107961,1999.98,9576.29,-0.199885,-1.08989,3907.36,8000.0,-3.4389,2003.45,3907.35,-3.46964,7.59211
1011,7144.79,0,0,7144.79,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1012,365.144,0,0,365.144,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1013,14120.6,0,0,14120.6,11,0,0,0,13185.1,3998.02,0.0718457,1999.94,13185.1,0.376258,0.44023,9013.59,8000.0,1.244,2000.83,9013.59,-0.351972,7.32634
1014,2864.18,0,0,2864.18,11,0,0,0,2861.74,4000.0,-0.150408,1999.73,2861.74,-0.572535,-0.864722,2726.69,8000.0,-0.510135,1997.53,2726.69,0.162903,1.23293
1015,13230.0,0,0,13230.0,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1016,11687.9,0,0,11687.9,22,0,0,0,8257.66,4000.0,-9.82785e-05,2000.0,8257.65,7.56502,-0.515866,8254.2,8000.0,3.98504,1999.83,8254.19,15.5419,-0.98455
1017,3185.58,0,0,3185.58,11,0,0,0,3183.64,3998.65,-1.18241,1998.09,3183.63,-6.74263,-0.515596,2578.08,7999.99,-13.3433,2006.64,2578.05,-9.11413,8.79442
1018,11501.6,0,0,11501.6,11,0,0,0,10445.7,3998.2,-0.161134,1999.84,10445.7,2.37874,2.48306,9709.07,8000.0,1.45633,2002.86,9709.06,4.76267,10.8907
1019,8705.25,0,0,8705.25,11,0,0,0,8700.58,3998.01,-0.0628737,1999.86,8700.58,-0.559477,0.325411,4242.54,7999.01,1.77315,2002.6,4242.54,-1.63285,6.75121
1020,7390.71,0,0,7390.71,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1021,3040.64,0,0,3040.64,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1022,8449.18,0,0,8449.18,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1023,4073.85,0,0,4073.85,11,0,0,0,4072.59,3998.26,-0.164017,1999.57,4072.59,-1.69485,2.48694,4047.96,8000.0,-2.23958,2002.79,4047.96,0.00514584,2.47344
1024,6203.35,0,0,6203.35,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1025,3930.82,0,0,3930.82,22,0,0,0,2819.17,3999.15,-0.000151586,2000.0,2819.17,-0.714282,-2.1007,2078.33,7995.36,0.129724,1999.94,2078.33,-0.0929976,-0.781348
1026,14963.1,0,0,14963.1,11,0,0,0,9557.41,3999.83,0.128098,1999.8,9557.41,2.36095,-1.12363,3750.95,8000.0,-3.01969,2000.9,3750.94,-6.47091,0.793094
1027,5359.97,0,0,5359.97,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1028,5420.9,0,0,5420.9,11,0,0,0,5000.83,3999.6,-0.486129,1999.78,5000.82,2.52819,-7.17518,4997.92,8000.0,-0.120861,1996.55,4997.92,7.52667,0.337189
1029,8181.62,0,0,8181.62,11,0,0,0,7998.94,3998.45,-0.201555,1999.77,7998.94,-1.98577,-0.354705,7083.44,8000.0,-3.22873,1997.64,7083.44,-2.86804,-6.47332
1030,7942.64,0,0,7942.64,11,0,0,0,7929.25,3998.56,0.204861,1999.55,7929.25,2.14376,0.253605,6505.41,7998.62,6.43775,2007.9,6505.38,15.5977,11.5857
1031,4737.83,0,0,4737.83,11,0,0,0,3919.52,3998.22,-0.0600552,1998.99,3919.51,8.18607,-2.57178,3905.05,7995.05,25.4086,2000.06,3904.96,25.2506,1.37002
1032,5931.64,0,0,5931.64,11,0,0,0,5926.05,3999.66,-0.3915,2000.13,5926.05,-0.852978,-6.51575,5642.53,7997.15,-1.6227,1993.82,5642.53,-1.02635,-4.08568
1033,7355.23,0,0,7355.23,11,0,0,0,1646.52,3999.51,-0.140313,2000.57,1646.52,1.24839,2.00382,1632.33,7995.33,1.77184,2008.81,1632.32,0.101953,3.32787
1034,3597.45,0,0,3597.45,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1035,8630.94,0,0,8630.94,11,0,0,0,8617.48,3998.68,-0.268104,1999.69,8617.47,-1.17759,-3.00499,5137.33,7995.14,-2.80458,1993.22,5137.32,-3.2732,-7.78433
1036,16313.0,0,0,16313.0,11,0,0,0,16022.8,3998.88,-0.0248151,2000.13,16022.8,-4.18292,1.98204,13039.7,8000.0,-3.71792,2000.34,13039.7,-11.3707,2.85485
1037,11421.3,0,0,11421.3,11,0,0,0,10540.3,3998.01,-0.741788,1999.08,10540.3,-2.82563,-3.03036,4267.71,7995.16,0.171832,1996.01,4267.71,1.08803,-3.91744
1038,14540.9,0,0,14540.9,11,0,0,0,14538.3,4000.0,0.0990343,2000.32,14538.3,-5.03875,-5.66218,781.122,7997.28,-1.52813,1999.01,781.121,0.0788716,-0.676439
1039,9259.9,0,0,9259.9,11,0,0,0,9209.19,3998.6,-0.0274244,2000.61,9209.18,9.37379,3.89929,5608.54,7997.01,3.94206,2004.08,5608.54,9.03871,2.1245
1040,4133.27,0,0,4133.27,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1041,8945.62,0,0,8945.62,11,0,0,0,8681.24,3998.24,-0.0566284,1999.8,8681.24,1.08095,-1.30021,384.866,8000.0,5.55399,1991.29,384.849,0.111828,-3.59704
1042,3899.3,0,0,3899.3,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1043,16681.8,0,0,16681.8,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1044,10848.2,0,0,10848.2,11,0,0,0,10780.0,3998.8,-0.892493,1999.81,10780.0,7.43427,-2.19075,10424.4,7996.52,1.71794,1998.56,10424.4,8.79326,-3.46127
1045,11308.6,0,0,11308.6,11,0,0,0,11281.2,3998.75,0.420637,1999.1,11281.2,1.39601,-10.8784,6932.34,7998.28,1.96147,1996.79,6932.33,6.02307,-0.928097
1046,16317.9,0,0,16317.9,11,0,0,0,16307.5,3999.85,0.0269439,2000.35,16307.5,-2.60756,5.6342,16304.7,8000.0,-0.328263,2001.52,16304.7,-4.6179,5.40397
1047,6698.93,0,0,6698.93,11,0,0,0,6490.38,3998.04,-0.623793,1999.76,6490.37,-1.3257,-0.613482,389.935,7999.14,14.0533,2063.35,389.847,8.24004,0.125998
1048,18117.0,0,0,18117.0,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1049,3775.74,0,0,3775.74,22,0,0,0,3530.27,4000.0,-0.000270987,2000.0,3530.26,1.83068,2.06018,3487.84,7998.12,0.961531,2002.06,3487.84,-0.229631,0.849468
1050,981.064,0,0,981.064,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1051,11937.0,0,0,11937.0,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1052,19225.5,0,0,19225.5,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1053,13152.5,0,0,13152.5,11,0,0,0,13143.2,3998.28,-0.184179,2000.07,13143.2,-0.523123,-1.01771,2700.17,7996.07,0.561058,1998.66,2700.17,-0.711331,-1.67413
1054,3054.49,0,0,3054.49,11,0,0,0,3052.71,3998.46,-0.815678,1999.5,3052.71,3.43009,-2.25652,3042.06,7996.3,0.0797833,1995.11,3042.06,0.206682,-3.8513
1055,16647.0,0,0,16647.0,11,0,0,0,16639.4,3998.75,-0.242401,2000.12,16639.4,4.6503,4.39712,16563.5,8000.0,0.87149,2001.82,16563.5,13.568,18.0863
1056,4343.04,0,0,4343.04,11,0,0,0,4337.44,3998.18,0.141428,2000.0,4337.44,0.0339167,4.76347,3790.55,7996.4,0.104768,2003.17,3790.55,2.4361,-0.956695
1057,18787.3,0,0,18787.3,11,0,0,0,15603.8,3998.65,-0.0153836,1999.72,15603.8,-2.37531,1.43353,15505.5,7995.77,1.41893,1998.21,15505.5,4.86576,-4.97772
1058,10900.9,0,0,10900.9,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1059,5715.37,0,0,5715.37,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1060,548.749,0,0,548.749,11,0,0,0,498.47,3998.27,-2.28879,1996.62,498.468,0.0754356,-1.4893,461.857,7995.15,-21.622,1983.6,461.831,-3.53957,-3.23514
1061,18545.6,0,0,18545.6,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1062,2038.38,0,0,2038.38,11,0,0,0,2035.78,3998.28,-0.999829,1999.9,2035.77,-1.30727,3.36067,1428.94,7996.2,20.2002,2005.84,1428.92,7.85144,1.17302
1063,4730.77,0,0,4730.77,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1064,17631.0,0,0,17631.0,11,0,0,0,17625.9,3999.56,-0.209693,2000.15,17625.9,2.79443,4.14711,17622.5,8000.0,1.69538,2001.95,17622.5,7.69528,8.94852
1065,8801.45,0,0,8801.45,11,0,0,0,7709.45,3998.09,-0.152978,1999.86,7709.45,-1.05878,-2.53097,6375.62,8000.0,-2.31476,1999.79,6375.62,-3.60862,1.0123
1066,17672.4,0,0,17672.4,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1067,3924.94,0,0,3924.94,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2658.36,8000.0,0.000916389,2000.0,2658.36,1.49674,-2.26783
1068,394.133,0,0,394.133,11,0,0,0,392.949,3998.26,8.06045,1993.25,392.943,1.27516,-1.87085,280.386,7999.36,-101.442,1969.65,280.169,-10.9856,-0.843321
1069,2942.13,0,0,2942.13,11,0,0,0,2939.74,3998.85,-0.838363,1998.81,2939.72,3.11559,-8.51616,2753.73,7997.97,15.4599,1980.24,2753.66,13.8135,-14.1216
1070,15924.2,0,0,15924.2,11,0,0,0,15888.8,3998.54,-0.129852,1999.9,15888.8,2.30292,5.73903,14358.1,8000.0,-1.28557,2003.11,14358.1,-7.68853,9.22101
1071,6272.84,0,0,6272.84,11,0,0,0,6264.7,3998.59,0.171317,1999.98,6264.7,2.09289,3.90035,6047.04,8000.0,-6.4135,2000.06,6047.04,-6.3574,-1.8671
1072,13163.9,0,0,13163.9,11,0,0,0,11212.0,3998.23,-0.318347,1999.89,11212.0,-0.234446,-0.00650366,11085.7,8000.0,-5.81625,1999.76,11085.7,-12.6965,0.615066
1073,19330.3,0,0,19330.3,11,0,0,0,12740.0,3998.32,-0.00879304,1999.87,12740.0,-1.71669,0.615955,12137.4,7996.64,-3.35511,2001.47,12137.4,-11.3623,7.90138
1074,1289.95,0,0,1289.95,11,0,0,0,1161.03,3998.07,-1.84961,1997.8,1161.03,-2.40186,-0.912388,1102.16,7998.24,-7.19911,2009.0,1102.14,-3.77109,5.27144
1075,5228.71,0,0,5228.71,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1076,18544.6,0,0,18544.6,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1077,13249.1,0,0,13249.1,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1078,10810.4,0,0,10810.4,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1079,4264.06,0,0,4264.06,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1080,8278.08,0,0,8278.08,11,0,0,0,8275.21,4000.0,0.447097,2000.31,8275.2,3.46217,-9.1431,8259.7,7995.77,2.01508,1995.74,8259.7,3.30091,-8.22267
1081,8128.41,0,0,8128.41,11,0,0,0,8118.99,3998.16,0.132652,1997.38,8118.99,-2.84634,-3.30418,7398.81,7996.6,-2.26873,1994.49,7398.81,-3.51799,-5.22966
1082,15121.1,0,0,15121.1,11,0,0,0,15106.4,3998.03,-0.0658306,2000.0,15106.4,-1.10795,0.174253,15033.2,8000.0,-2.12998,2001.92,15033.2,-4.20855,13.8631
1083,12786.1,0,0,12786.1,11,0,0,0,12783.2,3998.32,-0.0820028,2000.19,12783.2,-2.20112,-0.135142,12769.8,7999.4,-0.722362,2003.61,12769.7,-0.993469,12.3066
1084,7897.66,0,0,7897.66,11,0,0,0,6622.88,3998.83,-0.0637246,2000.12,6622.88,-1.24889,-2.69183,6607.11,7998.04,-7.9722,1997.75,6607.1,-11.5426,-6.08494
1085,17927.4,0,0,17927.4,22,0,0,0,11076.3,3999.16,-4.60059e-05,2000.0,11076.3,-1.06206,-2.05851,11032.1,8000.0,-0.128249,1999.24,11032.1,-4.63413,5.0081
1086,10352.7,0,0,10352.7,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1087,4790.38,0,0,4790.38,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1088,9779.98,0,0,9779.98,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1089,2003.27,0,0,2003.27,11,0,0,0,2002.0,3998.15,-2.43911,1999.18,2002.0,-2.35713,-1.16749,1997.33,7999.98,16.0329,2001.25,1997.32,5.02646,-0.546808
1090,16127.2,0,0,16127.2,11,0,0,0,16102.0,3998.19,-0.219163,2000.2,16102.0,-1.02114,1.24649,4448.15,8000.0,1.0405,1999.95,4448.15,4.35399,-4.95835
1091,3879.48,0,0,3879.48,11,0,0,0,3875.79,3998.54,1.27481,1999.48,3875.79,0.27404,3.18793,2055.81,8000.0,-3.2456,2007.87,2055.8,-1.03811,5.52061
1092,3936.3,0,0,3936.3,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1093,7157.33,0,0,7157.33,22,0,0,0,4796.78,3998.28,6.21607e-06,2000.0,4796.78,0.558773,-1.01722,4687.13,8000.0,-2.19145,1999.77,4687.13,-0.245092,1.00826
1094,4507.6,0,0,4507.6,22,0,0,0,3206.38,3999.65,0.00288037,2000.0,3206.38,3.45991,3.29334,3203.58,8000.0,5.37082,2004.06,3203.58,4.86689,3.52741
1095,7659.14,0,0,7659.14,11,0,0,0,6516.67,3998.83,-0.300748,2000.49,6516.67,1.89653,4.36715,6509.57,7997.08,1.27278,2000.63,6509.57,3.60705,2.02141
1096,10179.6,0,0,10179.6,11,0,0,0,10160.4,3998.47,0.228749,2000.16,10160.4,0.261586,4.41247,4794.09,7995.34,-3.00602,2003.88,4794.08,-3.77134,3.92239
1097,16803.2,0,0,16803.2,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1098,17265.0,0,0,17265.0,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1099,9814.19,0,0,9814.19,11,0,0,0,9779.48,3998.91,-0.635636,2000.25,9779.48,-6.68943,-0.188269,9775.59,7999.09,-7.1796,2001.77,9775.58,-14.7241,1.57974
1100,12618.6,0,0,12618.6,22,0,0,0,9744.8,3998.96,4.98243e-05,2000.0,9744.8,0.807912,-4.73256,9738.63,8000.0,5.73835,1998.45,9738.62,14.0513,-0.658404
1101,17328.0,0,0,17328.0,11,0,0,0,17317.5,3998.15,0.0199002,2000.07,17317.5,0.982864,-0.777848,1530.02,7999.99,13.6983,1999.79,1530.01,3.2967,3.38754
1102,8067.69,0,0,8067.69,11,0,0,0,8031.49,3999.15,-0.382174,1999.84,8031.49,-2.55009,-2.65036,8028.78,7996.75,-2.10539,1996.53,8028.78,-5.52238,-6.65119
1103,9509.18,0,0,9509.18,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1104,19369.1,0,0,19369.1,11,0,0,0,19334.3,3998.4,0.00967398,1999.89,19334.3,-2.36397,0.615266,18655.0,8000.0,-5.00872,1999.83,18654.9,-26.8232,-1.29697
1105,4021.37,0,0,4021.37,11,0,0,0,2656.74,3998.71,-1.45503,1999.78,2656.74,-0.147431,2.08628,2652.7,7995.3,0.159229,2009.05,2652.7,2.28383,4.54518
